"","Composer","nPVI_Entire","Nine_Eight","pitch_correlation","pitch_entropy","parallel_motion","similar_motion","oblique_motion","t1_1","t1_2","t1_3","t1_4","t1_5","t1_6","t1_7","t2_1","t2_2","t2_3","t2_4","t2_5","t2_6","t2_7","t3_1","t3_2","t3_3","t3_4","t3_5","t3_6","t3_7","t4_1","t4_2","t4_3","t4_4","t4_5","t4_6","t4_7","t5_1","t5_2","t5_3","t5_4","t5_5","t5_6","t5_7","t6_1","t6_2","t6_3","t6_4","t6_5","t6_6","t6_7","t7_1","t7_2","t7_3","t7_4","t7_5","t7_6","t7_7","rising_passing","downward_passing","upper_neighbor","lower_neighbor","double_neighbor_ul","double_neighbor_lu","upper_echappee","lower_echappee","ascending_short_nota_cambiata","descending_short_nota_cambiata","ascending_long_nota_cambiata","descending_long_nota_cambiata","rising_anticipation","descending_anticipation","reverse_ascending_nota_cambiata","reverse_descending_nota_cambiata","reverse_upper_echappee","reverse_lower_echappee","ternary_suspension","binary_suspension","ternary_suspension_agent","binary_suspension_agent","fake_suspension_step_up","fake_suspension_step_down","resolution_against_suspension_dissonance","suspension_repeated_note","suspension_missing_agent_approached_step_up","suspension_missing_agent_approached_step_down","dissonant_third_quarter_rising_pt","dissonant_third_quarter_falling_pt","dissonant_third_quarter_un","dissonant_third_quarter_ln","appoggiature_approached_from_below","appoggiature_approached_from_above","ascending_accented_pt","descending_accented_pt","accented_upper_neighbor","descending_lower_neighbor","chanson_idiom","unclassified_2_or7","unclassified_4","total","mvmnt"
"446","attribution_data_updated.csv:Josquin des Prez",119.017,0,0.795165567,6.49399,0.072368421,16.75,61.79,2.734,6.043,0.144,1.583,1.439,1.007,5.899,6.619,0.719,5.468,0.288,0.719,0.144,0.576,2.158,5.755,1.439,5.036,1.007,0.288,0,0.719,1.007,5.324,0.288,4.748,0.144,0,1.583,0.576,3.022,4.029,2.158,4.748,0.144,0.144,0.144,0.144,0.719,4.748,0.863,4.46,5.324,0.144,0.144,0,1.439,4.173,0,30,33,8,30,12,9,6,27,7,24,1,3,2,20,3,33,6,2,11,37,6,22,2,4,1,12,14,6,3,9,9,2,7,25,2,6,0,1,2,1,8,724,"sanctus"
"447","attribution_data_updated.csv:Josquin des Prez",131.04,0,0.953353187,6.237,0.06206089,12.51,63.39,2.111,3.519,0.985,0.915,1.689,0.704,4.785,4.433,1.267,3.941,0.563,1.619,0,0.844,2.533,5.419,1.478,3.167,0.422,0.493,1.126,0.915,1.196,5.559,0.704,4.293,0.141,1.267,1.407,0.985,1.759,6.545,2.745,3.659,1.267,0.493,0.141,0,1.337,5.63,0.422,3.378,3.519,0.211,1.407,0.352,1.196,6.052,1.407,41,79,10,61,11,10,6,32,12,38,0,12,2,24,3,34,5,2,11,50,3,31,2,3,0,15,13,13,2,4,9,2,7,28,4,9,0,1,4,0,9,1436,"sanctus"
"448","attribution_data_updated.csv:Josquin des Prez",111.259,2,0.840935087,6.88243,0.099469496,19.06,50.58,2.882,6.484,0.576,0.648,0.865,1.513,6.052,7.061,1.729,4.899,0.865,0.793,0.504,0.288,1.513,6.268,1.873,3.746,0.36,0.576,0,0.504,0.648,5.403,0.72,4.107,0.288,0.072,1.873,0.144,1.801,4.323,2.666,4.323,0.216,0.576,0.648,0.072,1.369,5.692,1.297,3.386,4.827,0.144,0.288,0,0.432,4.179,0.504,42,39,9,25,10,10,7,22,7,14,0,7,5,14,2,22,6,2,6,53,1,41,4,4,0,11,8,5,7,15,6,4,7,18,5,11,1,1,7,1,6,1356,"sanctus"
"449","attribution_data_updated.csv:Josquin des Prez",115.859,1,0.893379039,6.74468,0.072058824,12.76,64.01,2.566,7.791,1.375,0.917,0.825,1.283,4.033,6.141,1.558,5.225,0.55,1.467,0,2.016,3.3,5.225,1.467,3.483,0.092,0,0.092,0.55,2.383,3.025,1.192,3.3,0.825,0.55,1.558,0.183,1.558,3.483,3.208,3.575,1.742,0,0.367,0,1.833,4.033,0.733,3.208,5.683,0.458,0.275,0.092,2.2,3.116,1.467,48,20,14,43,10,9,6,23,7,18,0,7,2,16,1,24,6,2,9,45,2,30,4,2,0,11,10,3,3,20,6,2,7,21,2,6,0,1,4,0,5,1129,"sanctus"
"450","attribution_data_updated.csv:Josquin des Prez",109.437,0,0.92782668,6.95694,0.06870229,15.57,60.96,2.243,5.857,0.685,0.374,1.184,0.748,5.047,4.237,1.371,4.735,0.374,2.056,0.436,1.308,1.059,5.171,1.121,3.863,0.436,0.685,0.561,0.062,0.436,4.922,0.623,5.234,0.187,0.187,2.679,0.935,1.121,5.234,4.112,5.358,0.374,0.872,0.748,0.125,0.81,4.424,0.561,4.673,4.922,0.436,0.561,0.187,1.931,4.05,0.685,56,63,11,56,9,10,7,26,7,27,0,4,2,15,1,23,6,3,8,46,1,31,3,3,0,9,10,2,1,37,6,5,7,19,2,8,0,1,4,2,6,1558,"sanctus"
"451","attribution_data_updated.csv:Josquin des Prez",118.735,1,0.896313454,6.8687,0.079545455,15.83,55.39,2.588,5.674,1.643,1.444,0.149,1.444,5.027,4.032,0.498,4.878,0.597,0,0.199,0.996,2.837,2.887,2.339,5.226,0.498,2.24,0.647,1.045,0.498,4.778,1.593,4.679,1.891,0.299,1.444,0,1.095,3.883,0.896,4.778,0.249,0.597,0.548,0.946,1.692,5.226,1.941,4.032,4.878,1.145,0.946,0.348,1.145,2.837,0.747,103,48,8,32,11,11,7,28,7,22,0,22,2,17,3,29,6,2,8,68,1,53,2,5,0,9,12,5,3,23,8,3,7,22,2,11,0,1,2,2,6,1948,"sanctus"
"452","attribution_data_updated.csv:Josquin des Prez",63.1705,0,0.527206273,7.18288,0.016666667,14.65,46.53,3.708,3.708,0.116,3.013,2.202,1.159,3.592,5.446,1.506,2.665,0.579,2.086,0.695,0.695,0.579,3.708,0,4.056,0,0.232,0,1.622,2.086,3.824,1.622,6.141,0.232,0.927,3.013,0.927,1.97,5.562,1.738,5.91,0.348,0.348,1.275,0,2.086,5.91,0.695,3.708,2.665,0.695,0,0.232,1.275,4.635,0.811,22,19,9,30,10,11,6,24,9,16,0,6,4,18,1,25,5,2,7,31,2,16,4,4,1,15,8,7,1,9,7,2,12,21,3,11,0,1,1,6,4,854,"sanctus"
"453","attribution_data_updated.csv:Josquin des Prez",93.8721,0,0.803626054,6.5999,0.082337317,16.41,52.7,3.026,3.985,3.395,0.664,1.697,1.402,4.945,5.314,0.738,4.28,0.812,1.107,0,1.033,2.657,5.756,1.55,4.797,0.664,0.148,0.148,0.221,1.771,3.395,0.812,4.354,0.517,0.738,2.804,0.443,2.066,4.059,2.509,3.616,1.624,0.664,0,0,0.59,5.092,0.295,3.469,4.207,0.664,0.664,0.148,2.066,4.133,0.959,43,52,9,25,10,10,8,19,7,20,3,7,4,14,1,23,7,2,9,43,2,29,2,3,0,8,9,2,2,6,6,2,7,17,2,5,0,1,1,1,4,1319,"sanctus"
"454","attribution_data_updated.csv:Josquin des Prez",53.1994,0,0.255495194,5.72584,0,NA,NA,1.515,6.061,0,4.545,0,4.545,1.515,10.606,1.515,4.545,0,0,0,0,3.03,9.091,4.545,3.03,0,3.03,0,0,0,9.091,4.545,0,3.03,0,0,0,0,7.576,0,0,0,0,0,0,0,7.576,3.03,3.03,4.545,0,0,0,0,0,0,6,4,8,17,8,11,6,16,7,11,0,3,4,14,1,16,6,0,8,17,1,3,3,3,0,6,8,4,1,3,4,2,5,13,2,4,0,1,0,1,3,65,"sanctus"
"455","attribution_data_updated.csv:Josquin des Prez",103.935,0,0.774490009,6.62327,0.126631854,33.04,41.81,2.431,4.946,1.509,1.006,1.425,0.754,4.778,5.532,0.587,4.946,0.838,1.09,0,0.838,1.844,6.454,1.257,4.359,0.754,0.503,0.503,0.754,1.341,5.868,0.922,5.029,0.587,0.251,1.341,0.419,1.257,6.538,1.676,4.778,0.587,0.503,0.084,0.251,0.754,5.197,0.335,3.772,4.359,0.335,0.503,0.168,1.09,4.107,0.838,37,17,8,31,9,8,6,20,7,19,0,5,4,15,1,23,5,2,8,47,1,31,2,2,0,8,9,2,1,13,6,7,7,19,1,9,1,1,0,0,5,1231,"sanctus"
"456","attribution_data_updated.csv:Josquin des Prez",107.049,0,0.853106643,6.37467,0.072438163,11.9,66.61,4.221,4.437,1.19,0.108,2.922,0.108,5.519,6.169,1.623,3.896,0.866,0.541,0,0.433,1.948,5.411,1.515,4.221,0.108,0,0.108,0.758,0.758,5.628,0.433,5.628,0.108,0.108,2.165,0.649,0.758,5.952,4.329,4.87,1.623,0.216,0,0,1.623,4.87,0.108,2.597,4.654,0.325,0.216,0.108,0.866,4.221,1.082,46,29,8,42,9,8,8,21,8,23,0,12,5,17,1,23,4,5,8,42,2,28,2,3,0,8,10,2,1,21,6,7,7,19,4,16,1,1,5,0,5,888,"sanctus"
"457","attribution_data_updated.csv:Josquin des Prez",119.801,0,0.844449916,6.80657,0.152866242,18.22,58.15,4.446,4.597,0.678,0.829,1.281,0.829,6.782,5.35,1.733,4.672,0.301,1.809,0.075,0.226,1.733,4.672,1.206,4.22,0.528,0.528,0,0.301,1.356,5.124,0.904,4.597,0.075,0,2.035,0.754,0.98,4.597,3.09,5.878,0.226,0.678,0.528,0.075,1.206,4.898,1.356,3.768,4.823,0.301,0.301,0,1.206,4.145,0.301,71,54,8,36,11,15,6,25,9,19,0,11,6,26,3,22,6,0,9,49,2,33,4,3,0,9,10,7,2,15,6,2,5,18,2,5,0,1,5,1,4,1298,"sanctus"
"458","attribution_data_updated.csv:Josquin des Prez",81.8505,0,0.898650628,6.36175,0.068027211,17.27,57.29,1.981,6.882,2.19,1.043,0.938,1.251,4.275,3.754,0.626,5.109,0.626,2.711,0.104,1.356,2.398,4.171,0.417,4.067,0.313,1.043,0.104,0.626,1.668,2.503,1.043,5.005,0.104,0.626,2.607,0.521,1.981,3.858,2.398,5.422,1.356,0.417,0.521,0,0.938,4.901,0.938,4.484,6.465,0.104,0.209,0,1.877,3.545,0.521,51,20,8,33,13,11,6,25,7,19,0,5,4,17,3,28,6,2,8,37,1,22,5,4,1,11,11,6,2,3,8,2,8,23,3,5,0,1,1,5,8,1394,"sanctus"
"459","attribution_data_updated.csv:Josquin des Prez",113.638,1,0.932989167,6.90748,0.101190476,14.7,57.71,1.679,3.828,0.201,2.418,0.067,1.545,4.433,3.627,0.739,3.895,0.201,0,0.403,3.156,1.209,4.164,0.403,5.44,0,1.813,0.403,1.343,0.806,6.917,2.283,7.052,1.545,1.007,1.545,0,0.672,3.559,0.201,3.828,0.336,0.067,1.612,0.672,4.164,3.627,1.209,3.895,5.776,0.94,0.336,0.672,0.604,5.104,0.604,58,44,8,31,11,9,6,21,7,21,0,11,2,19,1,26,6,0,10,64,3,48,2,3,0,7,12,3,5,8,8,2,5,19,2,14,0,1,1,0,6,1527,"sanctus"
"460","attribution_data_updated.csv:Josquin des Prez",125.074,2,0.927204343,7.18163,0.11037234,15.89,58.96,3.492,5.306,0.806,1.41,1.142,1.343,4.231,4.567,1.545,4.365,0.47,0.873,0,1.746,1.343,4.164,0.604,4.835,0.537,0.134,0.067,0.806,1.612,4.164,2.216,5.776,0.47,0.873,1.813,0.403,1.612,4.634,2.351,4.298,1.276,0.604,0.134,0,1.343,4.164,0.672,4.5,5.44,0.336,0,0.537,1.746,4.433,0.806,75,39,9,36,10,11,11,25,7,16,0,10,5,21,2,23,6,3,9,66,4,54,5,5,0,11,8,5,1,18,6,6,7,17,5,14,0,1,1,5,4,1459,"sanctus"
"461","attribution_data_updated.csv:Josquin des Prez",110.773,0,0.877516401,6.2785,0.08993576,19.23,55.59,1.064,6.117,1.33,0.532,1.995,1.862,5.452,5.718,0.931,5.585,0.266,1.33,0,1.197,1.995,5.053,0.399,4.92,0.798,0,0.266,0.399,2.394,3.989,0.266,5.718,0.399,0.399,2.793,0.399,1.596,5.585,2.128,4.255,0.798,0.133,0.266,0,1.064,3.457,0.133,4.388,6.516,0.399,0.665,0.399,1.596,2.926,0.133,32,22,8,27,11,11,9,24,7,14,0,5,5,17,2,26,6,2,6,42,1,30,4,5,0,11,9,5,4,7,7,2,7,19,3,9,0,1,2,1,5,797,"sanctus"
"462","attribution_data_updated.csv:Josquin des Prez",106.174,0,0.942277174,6.63524,0.106115108,18.49,51.39,3.337,4.044,1.112,0.91,0.303,1.719,6.572,5.561,0.101,3.438,0.404,0.404,0,0.91,1.517,4.247,0.607,5.662,0.506,0.303,0,0.91,1.921,5.056,2.123,5.056,1.112,1.112,0.607,0.101,1.921,5.561,0.809,3.64,0.404,0.506,0.202,0,1.213,4.348,0.303,5.561,5.966,0.506,0.708,0.91,1.82,4.853,1.112,25,39,9,35,14,11,6,28,8,19,0,6,4,21,3,32,6,4,18,45,11,28,4,6,0,11,14,9,3,7,9,2,8,24,3,12,0,1,1,2,7,1329,"sanctus"
"463","attribution_data_updated.csv:Josquin des Prez",89.8186,0,0.818614859,6.6208,0.056939502,15.14,51.39,3.191,1.95,2.305,0.355,1.241,1.064,4.61,4.078,0.532,2.482,0.177,0,0,1.418,1.241,5.319,6.56,3.191,0.709,0.887,1.773,0.709,0.532,3.014,0.177,3.723,1.064,0.355,0.887,0,3.191,5.496,6.383,3.723,1.418,0.177,0,0.709,0.177,6.915,1.596,1.95,5.496,0.177,1.064,0.177,1.773,2.837,3.191,12,14,6,22,10,11,7,22,7,16,0,4,2,14,1,25,6,4,6,34,1,24,2,3,0,10,8,2,0,6,7,4,7,17,2,3,0,1,1,0,5,547,"sanctus"
"464","attribution_data_updated.csv:Josquin des Prez",95.5049,0,0.824804898,6.82745,0.13253012,16.12,52.17,3.005,4.508,1.093,1.366,1.366,1.776,5.464,4.508,1.093,3.142,0.546,0.41,0,0.956,2.596,4.098,3.142,3.825,0,0,0.683,0.956,0.82,4.098,2.322,4.645,0.137,0.683,1.093,0,1.23,4.235,5.328,4.645,0.546,0.137,0.41,0,0.956,3.689,0.41,4.645,5.738,0,0.956,0.546,2.459,3.279,2.459,19,16,6,26,9,6,7,17,7,14,1,8,4,13,1,17,5,0,10,27,5,18,2,1,0,6,5,5,1,10,4,2,7,13,1,5,1,1,0,1,4,727,"sanctus"
"465","attribution_data_updated.csv:Josquin des Prez",120.839,0,0.862735915,6.50952,0.11599297,19.22,54.26,1.838,5.222,0.967,1.064,0,1.354,5.996,7.35,0.967,4.739,0.193,0,0.193,0.387,1.354,5.609,1.451,5.029,0.29,1.644,0.774,0.58,0.484,7.253,1.838,3.868,1.644,0.58,0.387,0,0.484,5.513,0.387,3.482,0,0.774,0.29,0.387,1.451,5.126,1.161,5.126,4.255,0.87,0.87,0.774,0.484,4.836,0.677,32,40,10,28,13,11,6,25,7,17,0,4,4,18,3,29,6,2,8,56,1,39,4,5,0,9,11,9,3,9,8,2,7,22,4,8,0,1,0,1,7,1061,"sanctus"
"466","attribution_data_updated.csv:Johannes Ockeghem",88.3427,1,0.802007689,6.95406,0.058479532,16.79,46.04,2.05,2.839,1.42,0.315,1.104,0.789,2.839,2.997,3.47,2.839,0.946,1.262,0,0.946,2.524,3.312,4.574,3.628,1.42,0,0.158,0.158,1.42,2.997,3.312,5.047,0.789,0.946,1.42,0.315,2.366,4.574,8.202,2.681,1.577,0.315,0.315,0,1.104,3.785,1.893,2.366,2.839,0.473,1.42,0,1.577,3.47,5.205,13,7,6,17,9,12,4,16,7,19,0,7,3,15,5,15,3,1,7,33,1,22,4,3,0,6,8,5,1,3,4,2,5,14,2,4,1,1,1,4,2,741,"sanctus"
"467","attribution_data_updated.csv:Johannes Ockeghem",122.478,2,0.921731836,7.19438,0.104242424,15.56,58.59,3.771,3.906,2.02,1.549,1.684,1.616,5.118,4.646,0.875,2.626,1.077,0.606,0.673,1.481,1.481,4.512,1.145,4.175,0.539,0.067,0.067,1.886,1.481,3.502,1.818,4.916,1.077,0.943,2.357,0.202,1.953,4.983,2.761,3.771,1.01,1.481,0.135,0,1.886,4.646,1.01,2.559,4.31,0.875,0.471,0.135,1.953,3.3,0.943,34,29,7,51,9,7,5,49,7,24,4,35,1,49,5,52,2,2,10,49,5,69,2,1,0,34,10,3,1,7,6,37,5,14,3,5,2,0,1,3,7,1474,"sanctus"
"468","attribution_data_updated.csv:Johannes Ockeghem",115.639,1,0.780124103,5.04802,0.175724638,20.46,50.47,2.705,4.509,2.344,0.451,2.164,1.443,5.591,4.148,0.721,4.599,0.541,0.631,0,1.713,3.066,5.951,1.803,3.787,0.902,0.18,0.451,0.541,1.082,3.517,0.451,4.869,0.09,0.09,2.254,0,2.795,4.328,3.156,5.23,0.812,0.902,0,0.09,0.902,4.328,0.541,3.066,6.312,0.271,0.721,0.09,2.254,2.164,1.443,19,21,6,26,13,10,4,23,8,22,0,12,2,19,1,24,3,4,7,49,1,36,4,4,0,7,11,5,3,2,7,2,7,19,2,7,0,0,1,2,6,1093,"sanctus"
"469","attribution_data_updated.csv:Johannes Ockeghem",115.639,1,0.842823447,4.95189,0.125,20.46,50.47,2.705,4.509,2.344,0.451,2.164,1.443,5.591,4.148,0.721,4.599,0.541,0.631,0,1.713,3.066,5.951,1.803,3.787,0.902,0.18,0.451,0.541,1.082,3.517,0.451,4.869,0.09,0.09,2.254,0,2.795,4.328,3.156,5.23,0.812,0.902,0,0.09,0.902,4.328,0.541,3.066,6.312,0.271,0.721,0.09,2.254,2.164,1.443,19,21,6,26,12,10,5,23,8,22,0,12,2,19,1,24,3,4,7,49,1,36,4,4,0,7,11,5,3,2,7,2,7,19,2,7,0,0,1,2,6,1093,"sanctus"
"470","attribution_data_updated.csv:Johannes Ockeghem",115.368,1,0.721768994,6.73405,0.117753623,20.46,50.47,2.705,4.509,2.344,0.451,2.164,1.443,5.591,4.148,0.721,4.599,0.541,0.631,0,1.713,3.066,5.951,1.803,3.787,0.902,0.18,0.451,0.541,1.082,3.517,0.451,4.869,0.09,0.09,2.254,0,2.795,4.328,3.156,5.23,0.812,0.902,0,0.09,0.902,4.328,0.541,3.066,6.312,0.271,0.721,0.09,2.254,2.164,1.443,19,21,6,26,12,10,4,23,8,22,0,12,2,19,1,24,3,4,7,49,1,36,5,4,0,7,11,5,3,2,7,2,7,19,2,7,0,0,1,2,6,1093,"sanctus"
"471","attribution_data_updated.csv:Johannes Ockeghem",106.512,1,0.898248022,7.29516,0.065268065,17,62.11,3.324,4.738,0.919,0.778,1.132,2.192,4.668,3.819,2.97,2.758,0.566,2.263,0,1.909,1.485,4.385,0.99,3.182,0.283,0.636,0,0.212,0.707,3.395,0.636,4.668,0.424,0.071,3.041,1.132,2.829,4.031,4.385,5.375,1.132,0.849,0.495,0,0.495,7.001,1.273,2.97,4.809,0.566,0,0,2.334,3.112,1.061,30,21,6,32,11,7,7,27,6,27,2,23,1,24,1,29,2,6,8,64,3,53,2,3,0,11,11,4,3,1,7,9,7,19,1,8,2,0,1,5,8,1344,"sanctus"
"472","attribution_data_updated.csv:Johannes Ockeghem",109.1,2,0.909004322,6.81313,0.065495208,16.62,58.19,3.019,5.855,1.098,0.64,0.274,1.647,5.947,4.209,1.372,3.934,0.549,2.013,0.366,1.921,2.013,4.392,1.189,3.477,0.457,0.366,0,0.091,0.823,2.47,0.732,5.306,0.274,0.091,2.196,1.372,2.47,3.202,3.111,5.672,0.915,0.823,0.64,0,0.823,5.764,1.464,3.66,6.221,0.274,0.366,0,2.287,3.477,0.732,28,16,6,18,9,9,5,16,7,21,1,7,2,17,1,21,2,2,7,53,1,41,2,1,0,4,10,4,1,6,6,4,6,15,2,3,1,1,1,3,4,1319,"sanctus"
"473","attribution_data_updated.csv:Johannes Ockeghem",103.016,1,0.891866102,6.89207,0.096822995,17.65,57.35,2.379,5.374,0.352,1.938,1.498,1.762,5.639,5.903,1.145,3.789,1.322,1.322,0.088,1.057,1.938,5.11,0.793,2.819,0.793,0,0.088,0.617,1.41,4.229,1.322,5.11,0.617,0.617,2.467,0.617,1.762,4.67,2.996,3.789,0.881,0.529,0.264,0,1.586,4.846,0.793,3.084,5.463,0.705,0.176,0.176,0.881,4.405,0.881,28,20,8,28,10,10,6,23,9,20,0,10,2,25,1,24,3,5,5,47,1,32,4,4,0,12,9,10,1,5,6,6,8,20,4,8,2,1,2,2,3,1407,"sanctus"
"474","attribution_data_updated.csv:Johannes Ockeghem",116.452,0,0.910181416,6.6175,0.116117851,17.7,56.89,0.751,4.319,1.127,0.188,0.939,0.939,3.756,3.756,2.817,3.38,1.033,1.972,0.094,2.535,1.315,4.131,0.939,4.038,0.845,0,0.282,0.657,1.878,3.38,1.315,7.042,0.188,1.502,1.221,0.939,1.878,6.948,2.535,4.319,2.066,0.376,0.188,0,1.502,4.601,0.376,3.286,4.038,0.939,0.376,1.127,2.911,4.319,0.939,23,25,6,38,10,7,5,37,6,22,1,24,1,32,1,38,2,7,7,52,3,55,3,2,0,20,11,5,6,7,7,19,7,17,2,7,2,0,1,1,5,1062,"sanctus"
"475","attribution_data_updated.csv:Johannes Ockeghem",107.935,0,0.923206046,6.72469,0.063174114,16.7,56.46,1.944,4.568,1.166,0.68,0.68,1.944,5.053,4.859,1.069,4.762,0.68,1.555,0,1.361,1.944,6.22,1.846,3.596,1.749,0.583,0,0.194,0.68,5.345,0.972,4.568,0.292,0,2.332,0,2.624,4.956,2.332,4.47,1.361,0.875,1.069,0,0.972,6.511,0.68,2.43,3.984,0.486,0.194,0,1.361,4.373,0.68,16,30,7,18,8,7,4,16,7,17,0,9,2,14,1,17,1,4,5,48,2,39,2,1,0,5,9,4,1,1,6,1,5,14,2,7,2,0,3,0,6,1198,"sanctus"
"476","attribution_data_updated.csv:Johannes Ockeghem",109.22,0,0.627839868,4.56124,0.08356546,19.44,52.08,2.093,5.659,1.085,2.171,1.473,2.016,3.566,5.039,1.705,4.031,0.698,2.248,0.078,1.085,3.256,4.031,1.395,4.186,0.465,0.078,0,0.233,1.628,3.953,1.085,6.357,0.698,0.233,2.713,0.543,3.101,4.264,2.481,4.729,0.62,0.465,0.698,0,1.395,3.876,0.698,4.031,4.574,0.155,0.078,0.078,1.783,2.791,0.388,25,15,7,31,11,9,8,22,7,25,1,12,2,16,1,20,3,3,7,48,2,36,4,4,0,8,10,5,1,4,6,5,7,18,3,6,0,0,2,3,7,1252,"sanctus"
"477","attribution_data_updated.csv:de Orto_Marbrianus",107.048,1,0.859688497,7.01629,0.089179548,17.48,57.27,2.273,5.348,1.738,1.003,1.537,0.936,6.484,6.484,1.27,4.278,0.802,1.203,0.067,1.003,1.604,6.15,1.136,3.342,0.869,0.134,0.201,0.735,1.604,4.144,0.869,4.746,0.267,0.468,2.072,0.334,1.203,5.548,3.075,3.81,1.404,0.468,0.201,0,0.602,4.144,0.334,2.607,6.016,0.602,0.535,0.267,1.939,3.008,1.136,34,38,6,25,12,11,4,20,7,26,1,15,2,18,1,21,2,4,7,82,1,67,4,4,0,10,10,5,1,12,6,2,7,20,4,13,0,0,2,3,4,1455,"sanctus"
"478","attribution_data_updated.csv:de Orto_Marbrianus",126.877,1,0.872300488,6.83982,0.106896552,18.02,56.64,1.712,3.51,1.027,1.113,1.627,0.771,7.106,5.051,0.342,5.479,0,0.856,0,0.685,1.798,6.421,1.969,5.137,0.514,0.771,0.342,0.771,1.284,4.11,1.455,4.709,0.257,0.342,1.884,0.171,1.969,4.195,3.168,4.709,0.856,0.428,0.086,0.514,0.856,4.452,0.771,2.997,5.993,0.171,1.627,0.257,1.455,2.911,1.37,38,30,9,21,9,10,4,18,7,20,0,6,2,18,1,21,3,3,15,51,9,37,2,3,0,9,10,3,2,15,6,2,7,18,1,4,0,0,0,1,4,1165,"sanctus"
"479","attribution_data_updated.csv:de Orto_Marbrianus",100.557,0,0.840494738,6.86701,0.109433962,17.98,58.16,1.915,4.72,0.274,0.479,0.889,0.889,4.993,7.25,1.094,4.378,0.958,0.684,0.616,0.342,0.342,6.635,2.12,3.625,1.71,1.3,0,0.137,1.231,7.25,1.163,3.557,0.41,0.274,1.642,0.274,1.231,6.772,2.394,4.925,0.41,0.889,0.958,0.752,1.163,6.224,1.163,2.736,3.215,0.137,0.137,0.137,0.889,4.446,0.274,49,63,7,24,9,10,4,21,8,22,0,12,2,15,2,22,2,2,13,54,8,39,2,2,1,8,11,3,2,15,6,3,9,19,1,10,0,0,2,1,4,1924,"sanctus"
"480","attribution_data_updated.csv:de Orto_Marbrianus",109.58,2,0.925351048,6.99021,0.116912599,18.44,56.51,2.534,4.45,1.607,0.68,0.927,0.494,7.231,6.057,0.927,3.708,0.556,0.433,0,0.556,1.854,5.253,1.792,4.326,0.371,0.556,0.494,0.309,0.989,4.45,0.989,5.13,0.68,0.803,2.163,0.124,1.483,4.574,2.658,4.759,0.927,0.247,0,0.494,0.927,6.18,0.618,2.658,5.439,0.247,0.803,0.494,1.607,4.017,1.422,54,41,6,31,10,10,8,23,8,29,0,11,2,21,1,24,2,2,14,71,8,57,3,4,0,8,11,3,2,7,7,2,7,21,6,17,0,0,1,1,5,1632,"sanctus"
"481","attribution_data_updated.csv:de Orto_Marbrianus",120.318,1,0.823723428,6.5566,0.089506173,15.85,59.9,2.319,3.657,0.803,2.23,0.268,1.07,5.442,5.709,0.535,2.319,0.268,0.178,0.089,1.338,1.249,4.193,1.249,5.263,0.089,0.446,0.446,1.784,0.624,5.977,2.409,4.728,1.606,1.873,0.624,0,0.624,6.066,0.981,3.301,0.446,0.535,0.624,0.089,1.517,5.531,0.714,4.728,4.906,0.624,1.249,0.892,1.16,5.709,1.517,41,32,6,21,10,11,4,17,7,18,0,6,3,15,1,24,2,3,7,63,3,50,2,3,0,10,11,3,1,15,7,2,7,20,1,7,0,0,0,3,4,1140,"sanctus"
"482","attribution_data_updated.csv:la Rue_Pierre de",106.229,1,0.767016024,6.97196,0.075581395,13.67,64.38,2.589,4.969,1.12,0.35,1.12,0.77,5.178,6.438,1.679,5.108,0.98,1.33,0.28,0.91,1.12,7.698,3.149,4.619,0.56,0.63,0.14,0.14,0.91,6.368,0.91,3.919,0.28,0,1.889,0.42,1.33,4.899,4.129,3.359,0.49,0.63,0.77,0.07,0.56,4.479,1.679,2.169,3.989,0.28,0.7,0,0.49,3.429,0.98,35,58,6,40,11,9,7,22,8,19,0,3,3,15,3,26,1,4,7,61,2,48,2,2,0,8,11,6,3,26,7,8,7,18,2,17,1,0,8,2,6,1385,"sanctus"
"483","attribution_data_updated.csv:la Rue_Pierre de",113.067,0,0.698368381,7.10149,0.109149278,16.48,60.7,4.962,3.869,0.925,2.355,2.103,1.934,5.13,5.467,1.682,2.523,1.43,1.262,0.168,0.841,1.682,3.616,0.925,2.86,0.589,0,0,0.757,2.187,4.121,3.448,4.037,1.009,0.757,2.607,0.505,1.177,4.794,3.785,3.28,0.421,0.505,0.673,0,1.262,4.037,1.43,3.112,5.13,0.757,0,0.505,1.009,3.28,1.093,31,35,6,22,10,9,5,18,7,19,0,7,4,18,3,21,1,3,7,53,4,43,2,2,0,8,11,3,1,7,7,1,5,16,1,7,0,0,3,4,5,1130,"sanctus"
"484","attribution_data_updated.csv:la Rue_Pierre de",111.496,4,0.743153676,6.76137,0.087563452,16.97,58.09,1.047,4.888,0.419,1.746,0.559,0.908,4.749,4.749,0.768,4.888,0.628,0.349,0.349,1.257,3.073,5.936,3.422,4.679,1.117,1.466,0.07,0.349,0.559,7.402,1.536,3.561,0.209,0.279,0.489,0.14,2.165,3.841,1.187,4.958,0.419,1.117,0.489,0.628,1.047,5.307,2.374,3.422,3.561,0.209,0.978,0,1.117,4.469,1.117,49,37,6,26,9,9,7,22,7,23,0,6,4,24,1,20,1,3,18,65,13,53,2,4,0,8,10,2,1,17,6,1,7,15,1,14,0,0,6,1,3,1433,"sanctus"
